Route_Name,Route_Link,Bus_Name,Bus_Type,Duration,Price,Rating,No_of_Ratings,Review_Status
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 30m,₹624,3.9,0.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),7h 45m,₹855,4.3,31.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h,₹555,3.4,33.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 50m,₹555,3.9,29.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,₹555,4.4,48.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 55m,₹522,3.5,42.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),8h 10m,₹802,3.9,61.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,₹555,4.1,50.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5902,STAR LINER(NON-AC SLEEPER 2+1),8h 45m,₹719,4.1,89.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 20m,₹555,4.5,43.0,Excellent Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5958,STAR LINER(NON-AC SLEEPER 2+1),8h 10m,₹719,4.3,32.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5920,VENNELA (A.C. SLEEPER),8h 15m,₹992,3.8,107.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 25m,₹522,4.0,46.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5904,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),8h 5m,₹852,4.0,33.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5857,STAR LINER(NON-AC SLEEPER 2+1),8h 20m,₹719,3.2,25.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 9228,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 20m,₹555,3.6,58.0,Average
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5379,INDRA(A.C. Seater),7h 55m,₹671,4.1,117.0,Good Service
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,APSRTC - 5974,STAR LINER(NON-AC SLEEPER 2+1),8h 30m,₹719,3.9,75.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50145,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.5,40.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6204,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,3.7,21.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6206,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,4.4,22.0,Good Service
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50182,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.3,20.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6011,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.3,28.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50103,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h 45m,₹412,3.8,35.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,4.7,21.0,Excellent Service
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6074,INDRA(A.C. Seater),6h 30m,₹526,3.7,65.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.2,46.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9267,INDRA(A.C. Seater),6h 30m,₹526,3.0,64.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9255,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.6,54.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6015,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.6,37.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50194,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 30m,₹716,4.1,106.0,Good Service
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50013,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.6,40.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.5,39.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5779,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,₹496,2.0,20.0,Below Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5284,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,₹472,3.7,0.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5226,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,₹512,3.7,0.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 5296,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h,₹512,2.9,4.0,Below Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 7745,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 10m,₹496,3.5,5.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 48484,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,₹496,3.7,0.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 46152,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 15m,₹512,3.7,0.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50079,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.8,29.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6558,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,3.7,7.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.9,40.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h,₹472,3.9,50.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6241,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",6h 30m,₹412,2.8,43.0,Below Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9253,INDRA(A.C. Seater),7h,₹526,3.9,76.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50805,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹472,3.8,36.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6007,INDRA(A.C. Seater),7h,₹526,3.9,92.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,₹472,3.9,42.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9489,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹472,3.2,40.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 50192,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 15m,₹716,3.7,91.0,Average
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 6238,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹472,4.2,88.0,Good Service
Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,APSRTC - 9257,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),5h 15m,₹716,3.8,83.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45775,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 30m,₹555,3.6,77.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5380,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 6m,₹624,3.9,9.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5866,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10h 1m,₹602,4.7,8.0,Excellent Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5913,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",9h 6m,₹567,4.5,15.0,Excellent Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,₹555,4.0,39.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5915,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 5m,₹605,4.0,6.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,₹555,4.2,46.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48820,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,₹555,4.1,29.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5957,STAR LINER(NON-AC SLEEPER 2+1),6h 30m,₹719,4.8,48.0,Excellent Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,₹555,4.4,45.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5895,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,₹555,4.6,17.0,Excellent Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5973,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,₹719,4.4,77.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5378,INDRA(A.C. Seater),6h 40m,₹671,4.2,124.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 20m,₹555,4.2,68.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5858,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,₹555,3.8,19.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48600,INDRA(A.C. Seater),6h 28m,₹671,3.9,69.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹555,3.9,28.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5993,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 25m,₹555,3.8,39.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹555,3.7,35.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48603,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),6h 33m,₹852,4.2,72.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5901,STAR LINER(NON-AC SLEEPER 2+1),7h 30m,₹719,4.6,80.0,Excellent Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,₹555,3.4,18.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5069,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 20m,₹556,3.8,34.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 40m,₹555,4.3,34.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5019,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 42m,₹855,3.9,27.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5905,INDRA(A.C. Seater),6h 50m,₹671,4.2,82.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5919,VENNELA (A.C. SLEEPER),6h 36m,₹992,4.0,112.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5856,STAR LINER(NON-AC SLEEPER 2+1),6h 55m,₹719,3.4,35.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5903,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),6h 5m,₹852,4.0,50.0,Good Service
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 45m,₹556,3.4,27.0,Average
Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5053,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",8h 15m,₹556,3.6,26.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5803,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 35m,₹472,3.7,0.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",7h 5m,₹512,3.8,5.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,4.2,39.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50012,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,3.5,23.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 25m,₹472,3.8,22.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6016,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,3.1,11.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50078,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 50m,₹472,3.8,21.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,2.3,16.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9252,INDRA(A.C. Seater),6h 30m,₹526,4.3,65.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7h,₹412,1.9,11.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50804,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 55m,₹472,4.6,9.0,Excellent Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),5h 15m,₹526,2.8,46.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6209,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 30m,₹472,3.8,22.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 30m,₹716,4.0,95.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,3.7,21.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 25m,₹716,3.2,77.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6237,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹472,2.6,11.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50144,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 30m,₹472,2.2,16.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6018,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 55m,₹472,3.4,18.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,₹472,4.1,22.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",7h,₹412,3.9,28.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 55m,₹512,2.9,14.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 45m,₹472,3.2,47.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6073,INDRA(A.C. Seater),5h,₹526,3.9,87.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 5m,₹472,3.3,10.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 35m,₹472,3.2,40.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 15m,₹472,4.0,46.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 45m,₹512,4.2,14.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 50m,₹472,4.3,64.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 10m,₹512,3.3,8.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9266,INDRA(A.C. Seater),5h 40m,₹526,4.2,92.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 7744,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 5m,₹472,3.4,6.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",5h 45m,₹472,3.8,20.0,Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h,₹472,4.2,75.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),4h 35m,₹716,4.0,119.0,Good Service
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 10m,₹512,2.0,8.0,Below Average
Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",6h 20m,₹472,3.1,23.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5677,Express Non AC Seater 2+3,3h 15m,₹173,4.3,109.0,Good Service
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7584,Express Non AC Seater 2+3,3h 15m,₹173,3.7,44.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5716,Express Non AC Seater 2+3,3h 30m,₹173,4.3,18.0,Good Service
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7592,Express Non AC Seater 2+3,4h,₹173,5.0,23.0,Excellent Service
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 6224,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",4h,₹226,4.2,48.0,Good Service
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7588,Express Non AC Seater 2+3,3h 15m,₹173,3.9,55.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7586,Express Non AC Seater 2+3,4h,₹173,3.9,53.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 6006,INDRA(A.C. Seater),2h 30m,₹279,3.5,97.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5675,Express Non AC Seater 2+3,4h,₹173,3.5,50.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7594,Express Non AC Seater 2+3,4h,₹173,4.0,21.0,Good Service
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 5759,Express Non AC Seater 2+3,4h,₹173,3.6,78.0,Average
Madanapalli to Bangalore,https://www.redbus.in/bus-tickets/madanapalli-to-bangalore,APSRTC - 7590,Express Non AC Seater 2+3,3h 15m,₹173,4.1,46.0,Good Service
